0,0,0,0,630
1,0,0,0,35
2,0,0,0,3
3,0,0,0,1
5,0,0,0,1
10,0,0,0,1
0,0,0,0,91
1,0,0,0,44
2,0,0,2,17
3,0,0,5,11
4,0,0,15,7
5,0,1,25,2
6,0,1,34,2
7,0,0,22,21
8,0,0,14,5
9,0,0,6,1
10,0,0,3,0
0,0,0,0,632
1,0,0,0,32
2,0,0,0,3
3,0,0,0,2
6,0,0,0,1
0,0,0,0,102
1,0,0,1,54
2,0,0,1,16
3,0,0,6,5
4,0,0,19,7
5,0,0,24,4
6,0,0,28,3
7,0,1,16,10
8,0,1,15,6
9,0,0,5,2
10,0,0,3,0
11,0,0,1,0
0,0,0,0,568
1,0,0,0,47
2,0,0,0,4
3,0,0,0,5
4,0,0,0,1
8,0,0,0,3
9,0,0,0,5
0,0,0,0,77
1,0,0,0,43
2,0,0,2,23
3,0,0,17,8
4,0,0,23,3
5,0,0,23,1
6,0,0,33,5
7,0,0,21,16
8,0,0,10,33
9,0,0,3,14
10,0,0,2,8
11,0,0,1,1
0,0,0,0,571
1,0,0,0,64
2,0,0,0,8
3,0,0,0,3
4,0,0,0,3
8,0,0,0,1
9,0,0,0,5
10,0,0,0,1
0,0,0,0,67
1,0,0,0,47
2,0,0,0,9
3,0,0,13,10
4,0,0,17,9
5,0,0,17,0
6,0,0,24,3
7,0,0,32,19
8,0,0,17,35
9,0,0,7,10
10,0,0,1,5
11,0,0,1,1
0,0,0,0,577
1,0,0,0,64
2,0,0,0,9
3,0,0,0,4
4,0,0,0,2
5,0,0,0,1
8,0,0,0,2
9,0,0,0,6
10,0,0,0,4
0,0,0,0,63
1,0,0,0,51
2,0,0,0,19
3,0,0,9,6
4,0,0,12,3
5,0,0,32,1
6,0,0,20,0
7,0,0,23,19
8,0,0,11,35
9,0,0,5,14
10,0,0,3,3
11,0,0,1,0
0,0,0,0,578
1,0,0,0,48
2,0,0,0,6
3,0,0,0,1
4,0,0,0,2
8,0,0,0,3
9,0,0,0,5
0,0,0,0,69
1,0,0,0,50
2,0,0,2,17
3,0,0,2,11
4,0,1,17,6
5,0,0,22,4
6,0,0,30,3
7,0,0,27,19
8,0,0,8,40
9,0,0,5,11
10,0,0,4,4
11,0,0,3,0
12,0,0,2,0
