0,0,0,0,574
1,0,0,0,60
2,0,0,0,10
3,0,0,0,3
4,0,0,0,2
5,0,0,0,3
6,0,0,0,2
7,0,0,0,2
8,0,0,0,3
10,0,0,0,2
11,0,0,0,2
0,0,0,0,62
1,0,0,0,45
2,0,0,4,17
3,0,0,8,4
4,0,0,22,5
5,0,0,25,5
6,0,0,22,13
7,0,0,19,18
8,0,0,21,20
9,0,0,6,9
10,0,0,0,8
11,0,0,0,4
0,0,0,0,570
1,0,0,0,58
2,0,0,0,10
3,0,0,0,5
6,0,0,0,1
7,0,0,0,3
8,0,0,0,3
11,0,0,0,1
0,0,0,0,59
1,0,0,0,44
2,0,0,2,17
3,0,0,11,9
4,0,0,17,6
5,0,0,28,9
6,0,0,20,11
7,0,0,21,22
8,0,0,12,16
9,0,0,7,11
10,0,0,2,15
11,0,0,2,6
12,0,0,2,0
0,0,0,0,566
1,0,0,0,69
2,0,0,0,9
3,0,0,0,8
4,0,0,0,2
5,0,0,0,2
6,0,0,0,1
7,0,0,0,3
8,0,0,0,1
9,0,0,0,1
10,0,0,0,2
11,0,0,0,3
0,0,0,0,62
1,0,0,0,46
2,0,0,3,20
3,0,0,5,12
4,0,0,18,6
5,0,0,21,5
6,0,0,26,12
7,0,0,17,14
8,0,0,8,19
9,0,0,4,21
10,0,0,3,5
11,0,0,1,3
12,0,0,1,1
0,0,0,0,574
1,0,0,0,59
2,0,0,0,9
3,0,0,0,1
4,0,0,0,3
5,0,0,0,2
6,0,0,0,2
7,0,0,0,1
8,0,0,0,1
9,0,0,0,2
10,0,0,0,2
0,0,0,0,63
1,0,0,0,55
2,0,0,4,14
3,0,0,11,7
4,0,0,15,7
5,0,0,35,2
6,0,0,20,10
7,0,0,20,14
8,0,0,10,25
9,0,0,3,17
10,0,0,1,7
11,0,0,3,1
0,0,0,0,564
1,0,0,0,67
2,0,0,0,6
3,0,0,0,2
4,0,0,0,2
5,0,0,0,2
6,0,0,0,1
7,0,0,0,3
8,0,0,0,1
9,0,0,0,3
10,0,0,0,3
0,0,0,0,69
1,0,0,0,54
2,0,0,2,24
3,0,0,10,9
4,0,0,12,7
5,0,0,26,4
6,0,0,20,10
7,0,0,14,9
8,0,0,12,29
9,0,0,6,12
10,0,0,2,7
11,0,0,4,2
12,0,0,1,0
13,0,0,1,0
0,0,0,0,551
1,0,0,0,61
2,0,0,0,4
3,0,0,0,5
4,0,0,0,1
5,0,0,0,1
7,0,0,0,4
8,0,0,0,4
9,0,0,0,1
10,0,0,0,3
11,0,0,0,4
0,0,0,0,67
1,0,0,0,47
2,0,0,7,23
3,0,0,12,11
4,0,0,16,3
5,0,0,31,1
6,0,0,20,15
7,0,0,21,24
8,0,0,13,23
9,0,0,4,14
10,0,0,2,2
11,0,0,3,0
12,0,0,1,0
0,0,0,0,550
1,0,0,0,88
2,0,0,0,12
3,0,0,0,4
5,0,0,0,3
7,0,0,0,5
8,0,0,0,5
9,0,0,0,3
10,0,0,0,4
0,0,0,0,65
1,0,0,0,34
2,0,0,2,10
3,0,0,15,6
4,0,0,16,9
5,0,0,18,7
6,0,0,20,14
7,0,0,24,27
8,0,0,15,19
9,0,0,2,11
10,0,0,2,4
11,0,0,4,2
0,0,0,0,546
1,0,0,0,72
2,0,0,0,13
3,0,0,0,3
4,0,0,0,5
5,0,0,0,3
6,0,0,0,3
7,0,0,0,5
8,0,0,0,2
9,0,0,0,1
10,0,0,0,2
11,0,0,0,4
0,0,0,0,55
1,0,0,0,43
2,0,0,3,14
3,0,0,7,5
4,0,0,17,11
5,0,0,31,5
6,0,0,17,22
7,0,0,18,21
8,0,0,11,20
9,0,0,9,15
10,0,0,5,4
11,0,0,2,2
12,0,0,0,2
13,0,0,0,1
0,0,0,0,553
1,0,0,0,67
2,0,0,0,11
3,0,0,0,2
4,0,0,0,2
5,0,0,0,2
6,0,0,0,2
7,0,0,0,3
8,0,0,0,2
9,0,0,0,3
10,0,0,0,4
11,0,0,0,3
0,0,0,0,59
1,0,0,0,49
2,0,0,0,16
3,0,0,15,10
4,0,0,19,4
5,0,0,34,5
6,0,0,29,12
7,0,0,13,16
8,0,0,13,17
9,0,0,9,11
10,0,0,1,8
11,0,0,4,2
0,0,0,0,583
1,0,0,0,64
2,0,0,0,9
3,0,0,0,3
4,0,0,0,2
6,0,0,0,2
7,0,0,0,5
9,0,0,0,4
10,0,0,0,3
11,0,0,0,3
0,0,0,0,51
1,0,0,0,39
2,0,0,2,19
3,0,0,13,5
4,0,0,19,8
5,0,0,22,5
6,0,0,35,10
7,0,0,16,23
8,0,0,14,12
9,0,0,5,12
10,0,0,3,4
11,0,0,2,2
13,0,0,1,0
0,0,0,0,643
0,0,0,0,197
1,0,0,0,13
2,0,0,7,7
3,0,0,13,7
4,0,0,21,1
5,0,0,28,0
6,0,0,18,0
7,0,0,15,0
8,0,0,11,1
9,0,0,8,1
10,0,0,2,1
11,0,0,1,0
12,0,0,2,0
13,0,0,2,0
0,0,0,0,553
1,0,0,0,53
2,0,0,0,12
3,0,0,0,3
4,0,0,0,1
5,0,0,0,1
6,0,0,0,3
7,0,0,0,4
8,0,0,0,4
9,0,0,0,3
10,0,0,0,2
0,0,0,0,64
1,0,0,0,51
2,0,0,3,15
3,0,0,11,6
4,0,0,23,9
5,0,0,25,8
6,0,1,28,16
7,0,0,16,18
8,0,0,11,16
9,0,0,7,17
10,0,0,1,4
11,0,0,3,5
12,0,0,2,0
13,0,0,1,0
0,0,0,0,546
1,0,0,0,70
2,0,0,0,13
3,0,0,0,5
4,0,0,0,1
7,0,0,0,5
8,0,0,0,2
9,0,0,0,2
10,0,0,0,3
11,0,0,0,3
0,0,0,0,62
1,0,0,0,36
2,0,0,0,14
3,0,0,15,13
4,0,0,29,3
5,0,0,23,6
6,0,0,25,12
7,0,0,18,24
8,0,0,14,21
9,0,0,3,9
10,0,0,1,12
11,0,0,1,6
12,0,0,2,1
0,0,0,0,244
1,0,0,0,341
2,0,0,0,39
3,0,0,0,5
4,0,0,0,6
5,0,0,0,1
6,0,0,0,2
8,0,0,0,1
9,0,0,0,2
10,0,0,0,2
11,0,0,0,4
13,0,0,0,2
1,0,0,0,41
2,0,0,8,55
3,0,0,14,14
4,0,0,27,9
5,0,0,20,4
6,0,0,24,6
7,0,0,26,9
8,0,0,14,19
9,0,0,3,10
10,0,0,5,10
11,0,0,2,13
12,0,0,0,5
13,0,0,0,1
0,0,0,0,280
1,0,0,0,307
2,0,0,0,43
3,0,0,0,6
4,0,0,0,3
5,0,0,0,2
6,0,0,0,2
7,0,0,0,1
8,0,0,0,1
9,0,0,0,1
13,0,0,0,2
1,0,0,0,61
2,0,0,5,38
3,0,0,8,23
4,0,0,22,0
5,0,0,29,8
6,0,0,32,6
7,0,0,16,6
8,0,0,9,11
9,0,0,6,11
10,0,0,5,8
11,0,0,1,8
12,0,0,0,4
13,0,0,0,9
0,0,0,0,457
1,0,0,0,175
1,0,0,0,137
2,0,0,3,61
3,0,0,9,13
4,0,0,24,14
5,0,0,25,3
6,0,0,22,4
7,0,0,22,2
8,0,0,16,0
9,0,0,7,0
10,0,0,6,0
0,0,0,0,263
1,0,0,0,321
2,0,0,0,39
3,0,0,0,19
4,0,0,0,1
5,0,0,0,3
6,0,0,0,1
7,0,0,0,1
9,0,0,0,3
10,0,0,0,1
11,0,0,0,1
12,0,0,0,2
13,0,0,0,1
1,0,0,0,51
2,0,0,4,40
3,0,0,4,18
4,0,0,24,8
5,0,0,22,6
6,0,0,26,3
7,0,0,23,10
8,0,0,7,16
9,0,0,7,16
10,0,0,1,11
11,0,0,2,13
12,0,0,0,7
13,0,0,1,5
0,0,0,0,645
1,0,0,0,10
0,0,0,0,106
1,0,0,0,60
2,0,0,5,20
3,0,0,17,9
4,0,0,22,6
5,0,0,29,2
6,0,0,27,1
7,0,0,17,1
8,0,0,8,1
9,0,0,7,0
10,0,0,1,0
11,0,0,4,0
12,0,0,1,0
0,0,0,0,628
0,0,0,0,194
1,0,0,0,29
2,0,0,3,9
3,0,0,13,4
4,0,0,27,1
5,0,0,21,0
6,0,0,28,0
7,0,0,16,0
8,0,0,13,0
9,0,0,6,0
10,0,0,5,0
11,0,0,2,0
12,0,0,1,0
0,0,0,0,1
1,0,0,0,4
2,0,0,0,3
3,0,0,0,4
4,0,0,0,1
5,0,0,0,2
6,0,0,0,6
7,0,0,0,3
8,0,0,0,2
9,0,0,0,1
10,0,0,0,2
11,0,0,0,4
2,0,0,1,0
3,0,0,12,0
4,0,0,27,1
5,0,0,28,4
6,0,0,26,4
7,0,0,17,1
8,0,0,4,3
9,0,0,4,0
10,0,0,1,3
11,0,0,0,3
12,0,0,1,2
13,0,0,0,4
0,0,0,0,570
1,0,0,0,58
2,0,0,0,13
3,0,0,0,4
4,0,0,0,1
6,0,0,0,1
8,0,0,0,2
9,0,0,0,2
11,0,0,0,3
0,0,0,0,68
1,0,0,0,46
2,0,0,5,24
3,0,0,9,11
4,0,0,21,6
5,0,0,24,5
6,0,0,21,14
7,0,0,11,20
8,0,0,8,22
9,0,0,7,11
10,0,0,1,7
11,0,0,3,1
13,0,0,1,0
0,0,0,0,634
0,0,0,0,193
1,0,0,0,33
2,0,0,0,5
3,0,0,8,5
4,0,0,23,2
5,0,0,21,1
6,0,0,24,1
7,0,0,23,1
8,0,0,12,0
9,0,0,11,0
10,0,0,3,0
0,0,0,0,628
0,0,0,0,182
1,0,0,0,33
2,0,0,7,16
3,0,0,9,9
4,0,0,27,1
5,0,0,23,2
6,0,0,24,1
7,0,0,20,0
8,0,0,10,0
9,0,0,3,0
10,0,0,3,0
11,0,0,1,0
12,0,0,1,0
0,0,0,0,666
0,0,0,0,200
1,0,0,0,23
2,0,0,1,6
3,0,0,8,1
4,0,0,22,3
5,0,0,21,0
6,0,0,19,0
7,0,0,13,0
8,0,0,10,1
9,0,0,3,1
10,0,0,0,1
13,0,0,1,0
0,0,0,0,544
1,0,0,0,69
2,0,0,0,6
3,0,0,0,3
6,0,0,0,1
7,0,0,0,3
8,0,0,0,2
9,0,0,0,2
0,0,0,0,71
1,0,0,0,41
2,0,0,3,16
3,0,0,11,9
4,0,0,25,8
5,0,0,33,10
6,0,0,26,12
7,0,0,21,19
8,0,0,11,10
9,0,0,2,23
10,0,0,4,9
11,0,0,2,2
12,0,0,1,1
0,0,0,0,552
1,0,0,0,68
2,0,0,0,12
3,0,0,0,1
5,0,0,0,1
6,0,0,0,2
7,0,0,0,1
8,0,0,0,2
9,0,0,0,5
10,0,0,0,1
11,0,0,0,1
0,0,0,0,72
1,0,0,0,58
2,0,0,5,10
3,0,0,8,7
4,0,0,15,4
5,0,0,28,5
6,0,0,31,14
7,0,0,15,16
8,0,0,10,16
9,0,0,5,15
10,0,0,4,10
11,0,0,4,1
12,0,0,1,0
0,0,0,0,541
1,0,0,0,65
2,0,0,0,14
3,0,0,0,4
4,0,0,0,3
5,0,0,0,1
6,0,0,0,2
7,0,0,0,3
9,0,0,0,6
10,0,0,0,6
11,0,0,0,5
0,0,0,0,67
1,0,0,0,48
2,0,0,0,6
3,0,0,12,9
4,0,0,24,6
5,0,0,28,5
6,0,0,21,19
7,0,0,13,23
8,0,0,7,25
9,0,0,6,19
10,0,0,3,5
11,0,0,2,2
0,0,0,0,568
1,0,0,0,64
2,0,0,0,9
3,0,0,0,8
4,0,0,0,2
7,0,0,0,3
10,0,0,0,1
11,0,0,0,2
0,0,0,0,63
1,0,0,0,47
2,0,0,1,14
3,0,0,13,6
4,0,0,27,7
5,0,0,23,6
6,0,0,20,17
7,0,0,16,17
8,0,0,9,19
9,0,0,8,18
10,0,0,4,1
11,0,0,0,5
12,0,0,1,0
13,0,0,1,0
0,0,0,0,594
1,0,0,0,69
2,0,0,0,3
3,0,0,0,4
4,0,0,0,3
5,0,0,0,2
6,0,0,0,1
7,0,0,0,3
8,0,0,0,4
9,0,0,0,3
10,0,0,0,1
0,0,0,0,62
1,0,0,0,40
2,0,0,4,15
3,0,0,12,9
4,0,0,24,4
5,0,0,27,6
6,0,0,27,13
7,0,0,11,14
8,0,0,12,16
9,0,0,3,10
10,0,0,0,2
11,0,0,0,1
13,0,0,0,1
0,0,0,0,572
1,0,0,0,66
2,0,0,0,8
3,0,0,0,3
5,0,0,0,2
6,0,0,0,2
8,0,0,0,4
9,0,0,0,2
10,0,0,0,3
11,0,0,0,1
0,0,0,0,64
1,0,0,0,41
2,0,0,0,18
3,0,0,15,9
4,0,0,17,4
5,0,0,18,4
6,0,1,31,10
7,0,0,16,16
8,0,0,13,25
9,0,0,4,12
10,0,0,4,7
11,0,0,4,4
0,0,0,0,554
